electricity,gas,water
611,124,216
658,133,300
588,127,248
1162,58,178
922,92,246
898,106,226
661,92,276
1012,107,181
836,93,262
501,119,206
1192,138,227
500,105,263
906,97,284
322,79,198
1070,130,296
739,72,273
1047,121,187
1005,80,155
700,149,161
1031,82,246
669,99,280
355,124,266
1104,98,228
1199,56,266
507,65,207
854,84,226
434,59,296
766,82,250
725,91,211
693,62,292
1056,141,226
520,72,152
1084,57,220
729,131,247
980,129,189
460,80,183
708,71,265
1011,73,221
853,104,242
1124,123,154
808,142,276
504,106,185
790,130,213
1194,97,176
764,117,248
659,74,246
676,56,180
497,96,260
1112,82,230
1190,144,246
593,71,184
339,147,168
790,84,180
1125,79,282
1094,132,193
945,127,188
495,128,296
1004,83,159
585,80,290
562,61,190
762,101,201
1054,62,162
458,138,188
961,93,173
771,82,291
384,145,285
844,110,269
868,131,239
326,105,217
846,105,203
1044,124,237
914,109,175
1126,79,293
617,145,194
520,143,153
945,138,213
373,142,252
806,87,223
907,95,159
925,57,238
571,133,169
364,51,269
473,135,274
762,120,277
988,118,266
918,125,272
487,123,222
546,66,193
969,150,217
352,102,288
423,78,155
812,126,262
698,64,266
587,141,273
1121,51,192
446,60,153
1054,97,227
588,126,176
749,77,281
1173,130,243
1191,121,241
978,74,254
587,97,294
1086,65,271
686,51,196
1086,66,297
513,132,281
737,113,204
323,140,164
464,67,160
705,126,199
746,110,169
654,140,197
1196,55,187
901,56,241
1071,75,182
823,95,252
1146,120,202
301,122,251
786,91,235
316,84,271
1095,69,235
1080,86,237
915,74,250
1099,73,221
723,90,205
860,141,228
309,144,161
1189,140,231
641,87,179
1029,63,277
719,108,154
1149,141,265
659,109,213
376,57,210
327,65,193
799,105,259
976,142,222
1141,59,164
1040,136,156
909,101,289
1093,57,211
1179,133,198
1044,88,291
885,74,269
989,149,269
322,116,185
821,86,270
966,129,229
983,105,158
867,56,246
956,133,162
999,52,255
979,74,187
724,139,154
660,143,243
925,80,158
474,92,244
931,78,280
918,94,229
585,86,259
549,103,182
712,89,151
1191,92,244
367,63,284
1003,126,167
631,61,188
1018,101,151
762,60,244
987,92,290
465,100,226
1006,124,158
559,79,297
664,69,225
842,121,275
529,109,194
529,60,158
382,54,188
694,55,201
601,99,202
638,60,257
934,132,208
862,134,260
677,146,276
946,58,177
475,57,213
787,140,224
872,130,300
405,101,235
360,97,271
421,132,233
980,76,300
554,98,246
830,132,197
690,127,176
1006,101,235
486,126,290
829,84,256
675,140,228
890,132,240
967,130,249
879,108,288
751,142,249
871,65,153
1129,147,200
772,141,245
1061,86,232
542,146,221
1114,131,162
434,76,205
1020,149,224
489,144,291
587,80,210
399,132,208
1044,121,180
498,91,164
524,51,235
1197,107,151
619,128,255
572,76,253
379,64,241
499,107,260
594,65,184
697,139,241
1119,75,169
482,54,273
834,148,223
611,149,179
745,89,184
617,118,168
1170,76,285
417,104,219
585,111,235
1148,79,225
765,90,240
882,98,166
1152,145,241
679,68,239
1143,60,192
709,133,157
615,150,284
999,131,200
1078,70,151
1152,67,284
730,67,228
594,55,288
1082,82,217
439,69,209
620,87,154
517,100,215
976,65,186
1156,71,204
1143,149,275
702,89,154
592,68,262
1083,57,290
457,56,168
358,68,166
663,150,226
509,94,294
638,84,168
790,141,251
758,134,208
769,79,164
1088,75,181
692,73,169
759,110,192
1051,54,270
1096,55,225
1039,150,278
961,91,247
469,83,155
409,83,241
427,56,216
524,86,235
1135,107,165
770,87,151
483,70,196
932,111,189
898,93,234
1015,81,200
348,140,151
828,99,153
883,146,286
312,99,221
551,65,284
1104,56,269
858,70,262
463,135,285
886,99,197
565,91,178
720,115,153
628,53,172
638,141,175
1179,50,281
625,146,186
851,119,209
650,110,279
620,129,208
586,140,172
961,111,278
693,83,236
319,125,231
665,131,230
688,97,176
496,85,168
579,71,277
521,92,193
1100,112,262
1106,50,267
1054,52,297
562,62,271
773,102,201
375,56,168
335,56,279
1054,68,259
665,78,208
1173,61,297
1169,121,156
347,125,230
1144,94,181
396,51,171
1147,81,276
1053,113,187
921,146,222
704,150,278
304,80,164
942,77,187
377,105,245
602,79,188
1032,97,289
1058,52,164
1029,122,233
600,50,263
995,73,221
883,68,158
482,84,296
596,94,157
972,51,297
1026,123,220
605,142,272
696,99,255
559,108,153
397,101,255
1005,121,186
884,106,274
404,148,203
762,133,181
1199,76,271
673,50,206
1158,115,282
433,123,289
454,73,159
1066,66,192
1020,56,269
989,116,195
990,97,181
1191,143,150
843,108,172
1197,102,226
350,71,299
1003,52,249
675,112,287
736,92,293
557,128,193
399,98,241
338,145,157
308,124,271
695,50,169
310,116,181
999,121,260
611,72,165
1027,80,160
836,99,163
974,63,276
684,128,234
977,66,259
592,107,290
1122,54,284
1010,114,173
903,108,259
974,74,287
1024,121,242
354,70,275
733,121,213
771,143,241
1197,127,232
900,112,210
764,89,226
697,60,173
731,143,223
662,112,238
965,60,158
1056,121,288
654,141,259
774,122,200
1047,59,216
426,129,181
446,99,167
849,95,232
1177,53,162
562,84,231
904,80,220
1134,83,270
776,133,241
741,70,230
830,102,262
618,70,155
713,138,174
437,60,175
1161,59,245
1026,140,235
569,140,241
841,139,251
1020,105,159
406,139,154
1138,67,259
603,50,224
538,119,280
428,74,281
1143,78,271
399,64,280
772,143,245
876,52,166
771,139,248
958,110,254
775,130,197
896,135,160
409,95,184
1144,128,276
769,69,153
847,91,300
300,128,294
894,130,248
1114,114,241
1002,75,185
706,107,161
1008,134,216
853,125,178
1105,147,255
677,134,214
655,103,278
738,149,156
376,85,203
850,127,186
498,135,198
376,119,154
317,92,277
983,100,166
933,102,174
828,141,225
749,109,252
897,91,219
452,65,294
489,100,222
568,107,294
885,73,254
1152,71,266
817,69,246
893,53,235
846,77,284
1114,136,284
893,59,275
893,92,288
560,51,175
790,66,270
803,104,249
1129,101,285
685,107,259
392,119,240
427,104,193
1133,79,296
500,88,188
1148,136,270
1170,150,293
846,57,184
396,134,254
709,137,233
409,51,283
608,144,188
505,136,157
770,110,298
339,114,275
983,51,287
1189,77,268
341,130,199
638,122,251
699,141,293
719,121,190
1183,54,207
681,92,282
791,98,242
666,101,266
795,77,266
956,81,290
1000,134,259
589,107,263
525,76,177
1114,51,226
1183,66,177
857,57,222
434,77,252
1198,96,169
629,83,220
711,125,194
511,85,172
1053,92,262
1163,96,187
1110,128,286
602,109,235
364,96,165
1101,132,278
515,147,233
312,64,265
1073,91,161
309,120,294
620,129,156
760,104,214
801,64,173
301,107,243
1017,105,199
417,74,241
434,117,216
432,117,225
432,90,278
488,87,173
376,141,198
421,74,269
390,122,175
397,133,224
1075,90,190
434,144,192
882,108,297
455,88,291
1085,91,297
978,124,205
363,96,211
599,140,231
1037,137,192
507,70,241
613,134,200
442,93,154
880,139,151
942,135,267
894,73,283
496,149,259
997,145,206
646,98,220
848,140,287
1191,54,246
375,73,234
1023,112,166
627,76,287
1005,149,156
828,71,175
1123,123,180
367,143,226
780,50,235
1097,132,155
731,52,263
329,93,198
331,146,220
326,87,235
1162,56,182
1145,118,226
828,62,194
586,99,248
597,148,226
437,122,162
763,139,197
904,55,240
401,59,208
1134,120,296
536,148,187
712,59,212
1123,72,233
836,101,291
420,59,279
1124,91,194
473,127,194
1126,86,180
1032,62,207
652,56,183
841,61,288
823,99,200
926,54,233
459,57,188
947,55,185
651,110,152
563,143,219
1182,127,201
1144,87,253
602,75,217
1126,137,212
608,130,180
666,119,199
600,52,240
315,63,218
584,91,196
1157,89,150
1083,141,258
676,91,276
773,72,159
1051,128,175
1167,82,181
1082,58,163
721,91,180
413,54,213
677,149,209
695,110,237
938,103,228
868,144,287
1065,104,192
604,97,156
349,142,162
1073,142,150
919,106,263
908,113,221
316,116,198
1184,66,203
1062,126,262
377,62,234
1072,125,243
340,58,234
643,58,152
1105,104,174
737,56,249
1089,96,274
950,143,202
857,113,191
724,136,202
1175,125,237
560,111,279
463,132,250
890,81,152
725,71,244
548,64,177
1173,64,248
720,98,164
472,105,208
399,94,215
663,102,165
1185,60,172
583,134,180
880,76,299
1158,71,293
342,58,173
718,127,223
389,147,225
1161,126,256
1012,64,180
342,142,294
1135,147,235
947,143,237
447,134,287
787,131,227
1164,68,207
729,119,274
870,95,224
1007,132,175
429,146,287
785,146,288
597,133,245
636,139,263
976,103,185
1066,71,248
705,143,163
304,141,292
1095,64,213
858,68,179
798,102,258
940,69,288
705,51,239
777,53,278
641,82,253
778,126,159
348,85,153
931,77,187
746,97,151
735,95,245
1131,89,298
1082,122,182
998,108,243
945,110,199
780,109,169
998,133,233
450,85,295
516,123,200
743,147,298
790,115,178
347,149,216
414,93,288
357,126,169
808,102,191
663,122,263
1019,87,219
569,110,192
352,66,161
867,142,167
509,143,269
912,123,259
666,134,284
984,62,251
977,96,209
369,138,233
1147,121,261
1013,55,214
531,76,228
674,124,256
703,89,158
708,90,198
966,127,199
512,114,161
1014,53,251
963,82,166
388,83,162
786,59,199
409,106,220
628,67,292
704,142,242
401,51,182
403,120,280
747,126,292
1099,89,187
1031,108,215
322,94,171
338,118,187
388,79,172
324,115,283
1172,105,240
584,111,218
784,99,189
530,110,256
385,58,184
422,60,163
460,134,271
611,110,248
901,85,249
488,50,174
661,134,222
389,75,296
609,105,178
483,62,188
1109,111,155
405,80,244
555,61,192
347,69,178
656,108,198
495,86,228
1080,109,275
945,92,235
476,88,241
1131,114,271
748,84,237
323,103,150
686,87,275
947,52,198
1145,112,169
1055,101,171
1140,130,262
443,79,177
1064,146,248
1151,75,293
361,72,203
498,88,245
809,75,152
667,141,170
1050,71,288
572,60,295
1191,141,151
692,136,168
758,136,189
427,106,285
609,103,266
1047,97,202
950,148,227
1140,140,285
548,137,239
1144,99,212
559,118,270
477,110,299
988,137,281
364,67,281
778,76,203
598,52,164
329,88,237
590,141,199
566,113,225
1015,62,266
939,81,296
1171,133,285
563,74,222
541,64,279
563,71,226
906,136,253
780,100,193
683,90,228
1085,53,289
856,83,277
356,50,258
492,58,230
1156,106,175
778,73,201
728,95,182
1039,142,226
332,97,284
1056,68,289
454,59,176
523,86,267
836,149,197
1012,57,292
516,73,241
669,142,181
812,66,290
406,53,244
903,122,244
346,84,176
671,139,241
919,85,263
990,88,280
452,102,173
580,149,253
456,60,227
442,127,215
1042,105,167
747,74,186
601,88,152
1176,67,230
613,56,187
1097,134,215
1062,67,245
534,63,210
1077,124,254
868,51,241
1149,88,230
737,129,275
558,127,282
794,118,289
1159,146,280
676,61,205
574,142,172
1026,143,194
612,72,216
688,101,260
1060,59,286
1155,145,278
958,110,283
563,110,178
377,136,166
1193,122,175
637,80,162
372,123,260
621,74,255
1133,88,248
880,94,198
826,125,216
586,147,157
1147,111,186
388,85,152
1079,83,249
595,104,240
1109,125,169
642,140,204
976,99,150
365,112,201
902,122,228
743,68,150
540,68,280
740,52,243
755,74,206
1037,102,168
386,62,212
550,99,238
729,128,190
1057,78,226
369,141,263
749,70,296
916,70,287
727,123,228
925,109,246
474,71,174
1105,96,255
912,137,223
959,130,166
513,82,194
997,137,284
431,117,295
910,64,292
431,147,268
393,59,156
1049,145,169
319,75,268
399,96,249
317,73,215
854,56,289
1038,57,263
322,90,269
373,111,250
303,88,154
1028,118,208
998,94,261
1158,84,228
1072,54,197
988,141,192
767,139,203
1057,101,232
557,78,161
1179,120,215
1045,102,231
675,84,272
422,96,251
588,150,249
946,53,211
348,123,198
319,113,161
1108,52,160
750,54,187
625,116,182
461,62,288
763,88,272
595,80,182
886,113,164
442,132,296
1055,100,258
1063,97,230
594,108,156
807,79,232
1165,88,173
873,141,253
809,89,188
1122,112,240
1090,134,283
922,91,274
424,56,253
864,112,227
640,143,259
840,119,234
714,88,295
859,92,158
387,88,275
723,112,209
679,142,216
752,135,282
1178,122,282
845,127,196
373,71,274
623,134,170
947,87,217
1079,74,202
977,68,287
373,83,209
371,66,218
736,81,197
715,51,266
506,74,161
942,109,285
553,121,295
590,61,180
1092,50,156
429,99,209
583,104,219
984,102,289
1163,118,188
399,134,177
570,125,237
1045,66,194
696,97,194
914,74,271
1162,93,181
698,50,203
449,56,202
399,111,250
676,59,196
421,78,188
485,90,287
492,82,188
1173,74,268
354,110,268
887,123,173
570,56,286
863,52,177
1133,127,164
1130,122,223
888,89,237
984,68,160
1197,123,185
540,148,279
548,84,253
577,88,293
840,88,277
859,59,264
671,62,266
1062,70,179
609,141,161
740,55,177
694,78,186
1078,67,209
336,149,191
845,58,268
739,82,162
326,136,250
518,53,201
1180,83,286
661,137,266
885,145,205
954,51,279
389,114,251
710,141,208
1052,72,179
1194,119,154
802,73,237
712,94,167
450,150,249
353,65,153
798,51,250
306,85,172
997,99,230
615,99,250
1025,93,186
578,135,249
644,139,258
926,110,178
543,114,218
312,105,287
1156,88,195
316,145,279
548,120,245
546,139,169
860,121,201
830,129,276
1181,97,207
532,107,210
530,139,210
1006,71,262
647,63,210
771,82,245
713,138,240
1007,96,229
989,80,218
1125,75,250
835,98,196
388,86,257
684,93,279
359,71,187
1150,134,215
801,64,232
957,91,164
673,79,238
937,67,282
1109,115,199
990,73,263
882,148,253
934,92,219
1148,137,263
853,147,177
594,73,296
993,79,171
599,121,217
490,138,282
313,113,169
314,67,289
879,95,175
581,84,288
663,107,167
524,130,292
799,66,186
630,53,210
950,93,217
661,132,151
1148,58,155
1070,150,199
928,97,153
878,58,197
1173,136,155
633,83,255
767,96,172
880,76,283
739,149,200
1023,53,166
684,132,191
1109,120,194
833,85,163
392,106,266
664,81,285
1114,66,289
907,69,159
544,95,195
490,84,254
769,139,244
814,55,232
1072,103,239
657,116,230
953,133,200
902,55,234
1121,117,274
959,85,232
1150,126,166
905,60,194
1070,139,251
1142,129,180
990,85,184
582,121,296
634,119,233
343,127,212
596,80,244
851,107,234
919,51,249
596,67,280
1118,128,201
1047,97,267
691,104,210
984,54,168
902,61,217
1099,78,238
779,53,189
1120,97,177
984,130,154
1141,146,230
969,51,152
648,105,252
612,88,194
840,132,223
812,82,244
368,68,198
767,63,255
1053,100,182
725,89,184
443,72,248
1161,55,284
832,127,162
413,127,161
430,102,260
467,134,275
1200,109,162
891,98,211
476,54,199
804,87,183
674,64,188
579,132,233
477,105,255
941,105,204
317,98,188
582,118,300
913,147,293
715,112,178
415,95,153
1036,63,161
632,96,273
434,87,279
535,99,200
1041,109,225
1007,135,251
614,97,208
352,80,267
697,62,163
636,133,270
863,70,246
1019,83,296
1003,113,259
366,94,275
894,128,178
822,148,295
1085,101,168
1009,91,188
880,121,256
882,143,200
365,106,218
481,117,262
610,93,161
698,135,300
579,99,222
658,123,271
1015,115,257
977,112,192
988,146,294
1013,102,268
570,86,159
800,69,256
334,117,200
633,116,241
538,67,174
980,146,164
880,92,180
600,149,234
599,109,195
1060,137,289
576,130,174
487,122,225
337,70,235
581,113,295
677,117,192
1101,102,272
320,138,221
645,108,241
914,53,249
979,66,286
1123,126,154
558,150,181
1174,125,264
1008,111,283
351,102,219
497,83,181
923,62,241
527,134,257
720,66,180
753,56,167
887,74,217
558,137,246
1012,144,198
1130,61,177
349,94,233
731,52,255
743,56,293
689,125,165
314,115,155
340,63,255
960,77,298
1061,103,238
915,113,215
889,85,288
962,61,214
620,136,182
567,135,244
912,54,293
678,102,210
565,109,160
1126,98,281
379,57,205
526,88,206
1115,65,232
589,124,245
428,53,182
969,56,166
956,57,196
776,115,241
816,148,195
1076,105,239
1180,100,291
384,102,287
434,97,197
854,81,195
868,50,277
1010,90,239
1028,140,263
690,126,198
344,95,278
623,146,275
575,92,228
630,143,222
1123,73,289
800,129,250
821,143,300
622,81,287
650,106,238
1091,73,221
315,64,260
1060,117,170
974,66,268
1073,149,152
838,132,223
1100,123,215
1096,143,179
365,79,219
607,96,296
1024,140,285
658,69,234
773,65,269
715,115,279
424,136,204
802,128,225
365,140,235
743,58,209
794,142,259
407,86,209
520,110,258
1145,138,277
791,117,223
893,135,228
931,136,267
1111,112,224
584,103,279
510,118,186
679,93,197
546,149,170
486,136,280
820,94,188
764,55,271
653,131,170
358,111,271
617,144,258
777,100,175
1152,115,277
742,61,254
820,129,189
419,82,238
1119,146,188
1044,143,239
939,135,238
744,124,289
981,88,171
813,71,159
861,137,253
910,124,253
665,57,267
458,61,175
793,50,228
505,114,173
1050,117,189
1081,72,185
359,105,278
630,105,224
1055,96,292
691,72,198
769,140,266
1134,62,274
1023,115,258
736,60,278
522,65,284
1009,54,268
853,82,281
748,131,253
594,61,263
517,76,250
964,135,278
961,80,239
964,131,211
434,61,287
721,60,168
405,63,227
1027,82,293
1142,98,263
1008,81,257
1080,115,247
611,119,157
550,125,259
980,91,222
395,92,255
728,61,211
492,138,150
589,91,254
720,82,286
1109,148,272
397,100,213
1026,140,242
825,131,222
827,96,180
1043,136,223
316,53,256
766,119,196
326,86,171
1036,83,290
660,88,265
598,83,168
584,120,253
633,71,196
1046,90,225
461,147,292
772,132,180
462,106,213
349,108,251
423,142,198
1102,70,259
912,81,190
450,72,162
1101,111,266
577,144,226
420,120,278
350,91,275
801,54,239
1196,143,263
689,74,219
980,131,154
1088,60,290
1124,131,183
641,85,257
971,136,237
929,119,185
393,144,236
831,58,295
698,74,159
1002,107,244
1113,70,224
350,143,237
838,117,261
791,126,264
578,132,191
802,93,254
447,74,282
419,141,179
694,146,253
952,122,268
1162,59,275
960,71,278
322,72,248
963,133,212
370,87,282
1096,72,214
1167,96,151
565,63,253
1090,72,254
945,97,182
387,115,167
643,124,253
750,88,200
488,90,155
446,148,176
310,70,279
1104,60,190
607,84,210
678,99,285
632,94,181
415,106,157
505,115,242
1194,83,291
591,136,168
736,103,203
918,63,215
769,126,218
1067,114,292
1131,121,293
452,117,269
339,72,231
702,150,156
943,119,253
1013,73,210
434,98,162
612,76,175
894,52,168
808,52,230
389,105,207
470,136,221
1176,83,275
1078,132,285
592,103,257
363,105,155
974,84,194
653,72,234
1160,115,286
394,121,242
1023,59,233
874,82,222
540,102,197
703,130,219
436,143,223
331,150,192
706,93,210
917,137,299
436,146,240
556,94,293
545,97,300
819,114,294
808,82,261
839,97,278
1046,100,150
479,61,252
970,82,154
990,57,232
724,74,285
613,89,264
912,134,234
1105,80,267
649,117,181
318,122,209
379,140,178
1128,121,210
771,123,165
640,93,293
1160,81,205
633,60,275
726,142,185
466,50,216
418,125,278
929,124,263
741,52,298
688,75,281
376,108,288
788,99,277
427,127,273
929,115,264
987,127,237
496,134,166
461,86,294
902,117,298
989,103,219
615,80,239
870,93,260
307,140,236
426,104,221
519,104,205
1048,90,202
1155,84,186
546,105,214
682,116,277
604,82,224
469,82,201
625,56,274
1086,109,253
764,116,297
856,63,278
704,147,206
575,63,201
896,129,262
707,52,164
702,83,247
825,119,290
387,70,282
1174,78,258
469,68,270
819,79,260
788,112,267
534,50,157
537,79,254
1200,116,211
438,113,247
1109,72,266
1173,121,187
1017,147,222
1058,87,288
552,75,192
595,63,178
917,136,264
407,97,150
716,101,223
423,103,257
1126,133,277
801,102,244
991,97,264
749,140,161
627,58,254
1062,89,225
558,135,196
1043,112,215
628,92,275
1150,109,178
682,73,279
1167,65,298
1075,82,198
595,136,271
592,61,165
721,83,296
311,54,163
523,112,161
1096,67,166
959,52,195
432,59,193
434,80,210
368,66,284
1173,148,257
1075,136,250
1173,121,213
888,60,186
471,62,292
331,115,281
637,117,189
1155,80,162
533,120,293
973,57,253
794,97,293
1071,58,260
1123,143,198
593,113,218
358,113,203
1060,52,257
1160,125,150
764,65,282
358,90,187
926,95,193
899,132,157
307,107,279
713,93,222
447,120,292
1070,135,250
559,118,268
654,147,186
969,94,270
855,138,234
813,147,281
479,144,291
309,87,270
994,53,167
972,102,180
411,110,263
392,57,189
882,50,172
748,72,202
1193,103,241
736,134,162
913,143,284
865,98,167
729,108,201
855,52,208
538,98,175
520,123,242
1048,96,209
711,108,269
350,84,299
673,140,251
878,104,190
628,89,214
612,96,157
347,92,259
941,145,221
656,95,237
489,130,228
886,50,261
890,122,193
1151,121,238
697,122,155
538,84,210
450,89,244
736,102,246
1080,57,251
857,95,263
814,115,255
400,77,227
777,120,239
335,121,255
645,88,225
834,117,234
883,93,268
1067,136,218
1111,139,263
459,124,250
1009,50,263
780,57,159
995,106,299
1156,87,251
390,145,266
1195,94,181
1082,70,277
344,82,154
667,67,217
412,83,178
602,71,196
800,110,162
582,80,237
632,92,166
672,58,279
987,81,291
827,127,184
1094,107,235
739,148,265
866,75,179
1040,127,156
418,103,228
535,130,188
819,95,178
608,120,269
1199,56,266
391,124,285
1041,102,174
637,123,162
582,74,282
453,137,195
956,127,213
385,50,273
1030,116,160
1093,56,155
594,107,248
550,51,173
897,75,266
913,110,169
745,85,249
1179,92,153
1200,53,264
458,124,180
729,59,261
920,75,236
852,78,219
1019,124,235
381,137,195
374,81,274
1144,113,153
568,100,278
593,103,150
370,97,296
1187,146,216
610,100,154
919,143,155
719,79,217
809,59,200
1129,53,281
956,60,217
547,110,254
1168,105,227
792,136,226
892,125,291
882,126,275
653,85,196
406,56,200
1058,117,161
355,55,288
401,105,187
906,141,280
523,74,209
892,118,253
877,134,260
809,140,283
632,107,194
660,87,224
791,127,217
545,125,155
542,89,188
1098,118,284
471,100,207
1044,104,203
972,70,171
530,64,262
1085,128,163
999,99,233
1167,85,276
892,55,254
672,70,268
578,132,295
994,89,213
1038,84,180
436,139,249
684,143,203
735,84,155
984,123,178
1189,120,265
691,128,222
332,101,163
738,145,173
1108,145,239
1127,114,177
919,59,225
853,69,176
975,59,284
461,87,285
1123,138,173
989,70,300
871,51,207
585,128,249
1108,115,240
403,96,179
577,70,234
724,73,296
494,114,153
480,132,153
317,135,212
856,140,181
912,121,206
687,114,181
810,108,235
907,67,205
907,90,252
1096,139,296
363,139,249
740,69,240
555,83,162
1126,101,282
533,57,198
845,114,256
1176,90,288
1110,75,265
676,133,255
672,111,157
545,122,194
372,145,228
780,95,252
1171,57,209
900,110,239
490,56,221
360,80,161
498,109,226
598,82,212
766,137,170
1010,110,190
833,80,202
715,122,213
615,127,217
508,134,212
538,79,291
1193,71,297
445,62,272
916,133,240
574,116,269
495,62,243
1135,134,205
894,128,287
791,96,295
526,75,166
1040,126,233
384,118,189
502,73,252
454,60,206
1014,136,172
614,147,183
462,87,274
1039,65,208
1066,56,254
936,132,292
471,120,209
483,118,235
341,92,152
494,118,161
836,106,249
305,88,249
304,94,274
308,148,271
1157,56,168
912,84,259
1061,145,269
1032,56,242
347,59,218
418,92,189
343,124,268
544,115,246
623,106,268
937,74,298
1118,113,261
388,120,265
587,82,252
987,109,218
428,137,264
545,50,268
516,94,244
552,91,208
733,66,205
1093,93,241
802,61,241
650,141,300
1047,104,280
1030,102,156
471,142,216
697,86,247
663,96,260
1033,92,250
1150,79,172
1129,79,289
574,133,184
919,60,235
1102,65,222
846,133,263
545,133,233
332,50,255
901,73,233
517,112,192
448,99,221
509,81,215
353,72,205
685,131,287
1001,130,243
461,138,269
1012,122,262
555,111,186
494,146,170
1131,66,172
596,131,195
1058,149,178
318,64,299
328,108,219
888,146,292
606,74,240
731,148,186
869,125,288
1194,66,156
1049,122,182
966,76,163
1196,115,183
952,144,156
1086,114,202
374,132,242
598,149,240
709,75,214
579,60,297
793,112,214
784,126,165
961,131,240
580,98,292
901,115,282
838,125,290
1075,107,290
1170,99,194
775,136,281
303,90,299
1107,83,242
736,143,181
1137,63,218
719,106,269
876,124,237
781,57,178
300,103,203
781,106,162
1043,142,198
365,90,249
881,56,156
339,150,283
458,148,250
732,144,193
571,96,240
444,74,165
378,147,266
451,105,269
1139,131,224
356,80,283
983,121,242
1063,103,235
578,56,291
302,150,268
384,65,218
469,65,229
779,59,296
820,58,178
1158,127,225
1197,145,277
899,85,196
757,115,263
1150,93,274
1111,79,243
419,100,174
